DATAFLOW,LAST UPDATE,freq,unit,iccs,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,West- und Südsteiermark,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Westliche Obersteiermark,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Innviertel,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Linz-Wels,2022,0.50,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Mühlviertel,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Steyr-Kirchdorf,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Traunviertel,2022,0.41,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Lungau,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Pinzgau-Pongau,2022,2.35,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Salzburg und Umgebung,2022,0.54,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Außerfern,2022,3.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Innsbruck,2022,0.96,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Osttirol,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Tiroler Oberland,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Tiroler Unterland,2022,1.91,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Bludenz-Bregenzer Wald,2022,2.14,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Rheintal-Bodenseegebiet,2022,0.32,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Extra-Regio NUTS 3,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,2022,2.36,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Antwerpen,2022,2.44,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Mechelen,2022,0.57,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Turnhout,2022,1.06,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Tongeren,2022,0.96,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Hasselt,2022,0.47,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Maaseik,2022,1.96,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Aalst,2022,1.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Dendermonde,2022,1.47,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Eeklo,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Gent,2022,0.70,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Oudenaarde,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Sint-Niklaas,2022,0.77,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Halle-Vilvoorde,2022,1.37,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Leuven,2022,0.77,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Brugge,2022,0.70,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Diksmuide,2022,1.92,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Ieper,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Kortrijk,2022,1.69,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Oostende,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Roeselare,2022,0.64,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Tielt,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Veurne,2022,1.61,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Nivelles,2022,1.46,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Mons,2022,1.92,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Tournai-Mouscron,2022,0.89,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. La Louvière,2022,2.82,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Ath,2022,3.86,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Charleroi,2022,3.27,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Soignies,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Thuin,2022,4.32,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Huy,2022,0.87,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Liège,2022,2.71,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Waremme,2022,1.20,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Verviers — communes francophones,2022,1.42,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Bezirk Verviers — Deutschsprachige Gemeinschaft,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Arlon,2022,3.08,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Bastogne,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Marche-en-Famenne,2022,1.71,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Neufchâteau,2022,1.53,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Virton,2022,1.82,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Dinant,2022,0.88,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Namur,2022,1.55,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Arr. Philippeville,2022,1.47,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Extra-Regio NUTS 3,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Vidin,2022,1.27,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Montana,2022,1.64,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Vratsa,2022,3.90,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Pleven,2022,2.63,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Lovech,2022,2.50,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Veliko Tarnovo,2022,0.44,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Gabrovo,2022,1.93,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Ruse,2022,0.48,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Razgrad,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Silistra,2022,0.95,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Varna,2022,1.07,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Dobrich,2022,1.20,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Shumen,2022,0.59,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Targovishte,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Burgas,2022,0.49,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Sliven,2022,1.11,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Yambol,2022,1.75,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Stara Zagora,2022,1.63,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Sofia (stolitsa),2022,0.84,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Sofia,2022,1.28,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Blagoevgrad,2022,0.34,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Pernik,2022,1.69,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Kyustendil,2022,0.88,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Plovdiv,2022,1.51,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Haskovo,2022,1.36,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Pazardzhik,2022,1.21,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Smolyan,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Kardzhali,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Vaud,2022,0.36,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Valais / Wallis,2022,0.28,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Genève,2022,0.20,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Bern / Berne,2022,0.67,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Fribourg / Freiburg,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Solothurn,2022,0.71,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Neuchâtel,2022,1.14,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Jura,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Basel-Stadt,2022,0.51,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Basel-Landschaft,2022,0.68,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Aargau,2022,0.85,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Zürich,2022,0.58,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Glarus,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Schaffhausen,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Appenzell Ausserrhoden,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Appenzell Innerrhoden,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,St. Gallen,2022,0.77,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Graubünden / Grigioni / Grischun,2022,0.50,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Thurgau,2022,0.35,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Luzern,2022,0.24,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Uri,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Schwyz,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Obwalden,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Nidwalden,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Zug,2022,0.00,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Ticino,2022,0.28,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Kýpros,2022,0.77,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Hlavní město Praha,2022,1.25,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Středočeský kraj,2022,0.72,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Jihočeský kraj,2022,0.31,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Plzeňský kraj,2022,0.52,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Karlovarský kraj,2022,1.77,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Ústecký kraj,2022,0.88,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Liberecký kraj,2022,0.46,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Královéhradecký kraj,2022,0.55,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Pardubický kraj,2022,1.17,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Kraj Vysočina,2022,0.20,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Jihomoravský kraj,2022,0.25,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Olomoucký kraj,2022,0.96,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Zlínský kraj,2022,1.05,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Moravskoslezský kraj,2022,0.76,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,"Stuttgart, Stadtkreis",2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Böblingen,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Esslingen,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Göppingen,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Ludwigsburg,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Rems-Murr-Kreis,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,"Heilbronn, Stadtkreis",2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,"Heilbronn, Landkreis",2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Hohenlohekreis,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Schwäbisch Hall,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Main-Tauber-Kreis,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Heidenheim,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Ostalbkreis,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,"Baden-Baden, Stadtkreis",2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,"Karlsruhe, Stadtkreis",2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,"Karlsruhe, Landkreis",2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,Rastatt,2022,,
ESTAT:CRIM_GEN_REG(1.0),23/04/24 23:00:00,Annual,Per hundred thousand inhabitants,Intentional homicide,"Heidelberg, Stadtkreis",2022,,
